,Age,WorkClass,X1,Education Level,X2,Marital Status,Occupation,X3,Gender,X4,X5,Hours Per Week Working,Native Country
44559,0.0273972602739726,0.125,0.06025047201206178,0.13333333333333333,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.2959183673469387,0.0
57865,0.4354277538127485,0.75,0.1394444057414302,0.3333333333333333,0.5601147830972446,0.16666666666666666,0.07142857142857142,0.0,0.0,0.0,0.0,0.46947559930911575,0.0
57073,0.18819316626056382,0.25,0.028236190200838736,0.4666666666666667,0.7265608989957434,0.0,0.5,0.0,0.0,0.009765852239778392,0.0,0.39795918367346933,0.0
42359,0.01990023906401439,0.125,0.5393857900112228,0.7333333333333333,0.17602047533012133,0.16666666666666666,0.2857142857142857,0.75,1.0,0.12422104015924029,0.26384309020621977,0.976015986745102,0.4634146341463415
37841,0.3424657534246575,0.5,0.03964222164871436,0.06666666666666667,0.5333333333333333,0.3333333333333333,0.5714285714285714,0.0,0.0,0.0,0.0,0.39795918367346933,0.0
23427,0.0410958904109589,0.25,0.09117846810013447,0.06666666666666667,0.5333333333333333,0.16666666666666666,0.6428571428571428,0.0,0.0,0.0,0.0,0.39795918367346933,0.0
25954,0.8650775713707224,0.375,0.9501394163101461,0.3333333333333333,0.23632248941405598,0.5,0.6428571428571428,1.0,0.0,0.9399940727242636,0.32343620081685864,0.6923267486996815,0.8048780487804879
17891,0.5753424657534245,0.25,0.044551826245228944,0.4666666666666667,0.6666666666666666,0.0,0.42857142857142855,0.5,0.0,0.0,0.0,0.39795918367346933,0.0
19465,0.0958904109589041,0.25,0.040636503171649394,0.0,0.8,0.0,0.0,0.0,0.0,0.022020220202202023,0.0,0.2959183673469387,0.0
50261,0.4520547945205479,0.25,0.016432132136211135,0.06666666666666667,0.5333333333333333,0.16666666666666666,0.07142857142857142,0.0,0.0,0.0,0.0,0.39795918367346933,0.0
22567,0.2876712328767123,0.25,0.014338300213254372,0.06666666666666667,0.5333333333333333,0.3333333333333333,0.3571428571428571,0.0,1.0,0.0,0.0,0.39795918367346933,0.0
2150,0.2328767123287671,0.25,0.14954292932723,0.3333333333333333,0.6,0.3333333333333333,0.07142857142857142,0.0,0.0,0.0,0.0,0.5,0.0
49011,0.1956207636033318,0.25,0.04578362818531457,0.06666666666666667,0.7019722634037234,0.0,0.2857142857142857,0.0,1.0,0.013748426258251137,0.0,0.3604485701799962,0.0
30171,0.17841946916707901,0.0,0.08587356946940014,1.0,0.6130129426915993,0.0,0.07142857142857142,0.0,0.0,0.009544799570341815,0.0,0.39795918367346933,0.0
21881,0.2054794520547945,0.25,0.12391505141196127,0.0,0.8,0.16666666666666666,0.3571428571428571,0.0,0.0,0.0,0.43663911845730025,0.39795918367346933,0.0
36884,0.37814381140456416,0.25,0.09791045595470092,0.4666666666666667,0.7252733568995575,0.3333333333333333,0.21428571428571427,0.0,1.0,0.009555916401636857,0.0,0.3865214321785036,0.0
27884,0.23530505109685912,0.25,0.07184409991963041,0.13333333333333333,0.7123139769103766,0.0,0.3571428571428571,0.0,0.0,0.016974434389422862,0.0,0.35322141679100844,0.0
44485,0.22996313566472398,0.25,0.06759017438694993,0.06666666666666667,0.7073299360626639,0.16666666666666666,0.6428571428571428,0.0,0.0,0.014185214889657584,0.0,0.39795918367346933,0.0
35349,0.1095890410958904,0.25,0.10509637195908776,0.8,0.33333333333333337,0.0,0.6428571428571428,0.0,1.0,0.0,0.0,0.39795918367346933,0.3902439024390244
57185,0.18833323463808038,0.375,0.4346216161982585,0.5333333333333333,0.4838231731414848,0.16666666666666666,0.3571428571428571,0.0,1.0,0.8138734233889325,0.37718379064720836,0.9225049212531141,0.8048780487804879
62667,0.944289340797873,0.75,0.29401530658006164,0.8666666666666667,0.5578626277147256,0.8333333333333333,0.42857142857142855,0.0,0.0,0.9384042486371476,0.7291181557485723,0.5353390331278408,0.7073170731707318
46239,0.801265010288587,0.5,0.24053489270446043,0.26666666666666666,0.7201563868161904,0.3333333333333333,0.21428571428571427,0.5,0.0,0.034634608725589544,0.739385721616236,0.5567312124610404,0.4878048780487805
56359,0.31339887476582756,0.25,0.12228478913460133,0.3333333333333333,0.6243764284189174,0.0,0.07142857142857142,0.0,1.0,0.002649744266578986,0.0,0.39795918367346933,0.0
35846,0.04169446311970082,1.0,0.388693153955524,0.7333333333333333,0.9572485956817125,0.0,0.3571428571428571,1.0,0.0,0.027650703336760785,0.6368685353072774,0.2501417576439566,0.4878048780487805
13832,0.4794520547945205,0.25,0.13312573858002472,0.06666666666666667,0.5333333333333333,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,0.0,0.2959183673469387,0.0
40104,0.21488764118227915,0.25,0.042155770423240216,0.0,0.8,0.0,0.21428571428571427,0.5,1.0,0.011182495233344698,0.0,0.39795918367346933,0.3170731707317073
43065,0.31673498803282657,0.5,0.04633571234778381,0.2,0.812462823626626,0.3333333333333333,0.21428571428571427,0.0,1.0,0.017676049975857006,0.0,0.39795918367346933,0.0
64100,0.4794520547945205,0.75,0.0695949525271322,0.0,0.8,0.16666666666666666,0.3571428571428571,0.0,0.0,0.15024150241502415,0.0,0.5,0.0
61526,0.7971910395572257,0.5,0.0071905556758390405,0.2,0.23537334730581772,0.5,0.0,0.25,1.0,0.8221362292629969,0.09141853094131101,0.4071719358201724,0.6829268292682927
37806,0.2728623284584532,0.75,0.37464526633683665,0.6,0.7378305500786523,0.6666666666666666,0.6428571428571428,0.0,1.0,0.16716117024061902,0.5088761939700874,0.5015143648615665,0.0
54583,0.09367268297880682,0.25,0.14806941075415933,0.06666666666666667,0.5720631380849034,0.16666666666666666,0.42857142857142855,0.0,0.0,0.0,0.0,0.39795918367346933,0.0
35545,0.10794624335844533,0.625,0.21913528961003115,0.06666666666666667,0.5908159372617261,0.0,0.7857142857142857,0.0,0.0,0.0046863161484237015,0.0,0.3579367226903812,0.12195121951219512
22126,0.1780821917808219,0.25,0.08929585308539684,0.06666666666666667,0.5333333333333333,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.2959183673469387,0.0
39377,0.23618807585929374,0.625,0.06280037604328788,0.4,0.7801738730738685,0.0,0.7857142857142857,0.5,0.0,0.015274852757916107,0.0,0.3251285133325782,0.3170731707317073
40948,0.1530062613169808,0.625,0.16100305049406646,0.06666666666666667,0.5983757540609173,0.8333333333333333,0.7857142857142857,0.0,1.0,0.03392566249335122,0.0,0.391495347793446,0.0
36722,0.1927365609405104,0.25,0.016311242716072857,0.0,0.786046210268548,0.16666666666666666,0.6428571428571428,0.0,0.0,0.0,0.0,0.5,0.0
36069,0.26344648343158883,0.5,0.06226719494884679,0.2,0.8314782869379242,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.42432119477340213,0.0
23336,0.2574737475985415,0.25,0.2280178893955723,0.8,0.33647820141497137,0.16666666666666666,0.2857142857142857,0.0,1.0,0.0,0.0,0.2372611168013371,0.0
35931,0.2602739726027397,0.5,0.08653645019763383,0.2,0.6812174880638324,0.0,0.21428571428571427,0.25,1.0,0.0,0.0,0.39795918367346933,0.0
44644,0.8327431833844638,0.375,0.9923191575926236,0.2,0.3792799143874621,0.0,0.42857142857142855,0.75,0.0,0.8412914012929591,0.5458820842704951,0.1967763495264495,0.1951219512195122
36626,0.2409437742805126,0.25,0.20552691439852297,0.8,0.45691409619268863,0.0,0.2857142857142857,0.25,0.0,0.0057571556813333525,0.0,0.24792161641079674,0.0
67824,0.4323891765922872,0.25,0.16160212897245987,0.0,0.635128595815201,0.3333333333333333,0.07142857142857142,0.0,1.0,0.0,0.0,0.44897959183673464,0.0
26191,0.12423475921789201,0.625,0.5113912176366117,0.7333333333333333,0.23344627829415365,1.0,0.42857142857142855,0.5,0.0,0.21988998969773277,0.9277742928588337,0.5873221081408971,0.9024390243902439
30259,0.1780821917808219,0.25,0.11861221662297441,0.0,0.8,0.16666666666666666,0.07142857142857142,0.0,0.0,0.0,0.0,0.7040816326530611,0.0
41304,0.33348919418234896,0.25,0.22031303081203735,0.4666666666666667,0.6069017255417122,0.6666666666666666,0.42857142857142855,0.0,1.0,0.0,0.0,0.5563023409758,0.0
61984,0.4014828926350709,0.25,0.15000891002845965,0.0,0.7501618604815171,0.16666666666666666,0.07142857142857142,0.0,0.0,0.0,0.0,0.4074945419997098,0.21951219512195122
47514,0.0615306019534822,0.25,0.06385685787168623,0.6666666666666666,0.7038222476085083,0.3333333333333333,0.21428571428571427,0.0,1.0,0.0,0.0,0.3089686857233195,0.0
12369,0.1232876712328767,0.25,0.18170630662446857,0.0,0.8,0.0,0.07142857142857142,0.0,0.0,0.0,0.5183654729109275,0.44897959183673464,0.0
27650,0.2962396653321688,0.625,0.04662552812921459,0.3333333333333333,0.7925099113849664,0.3333333333333333,0.7857142857142857,0.0,1.0,0.020926036627912117,0.0,0.39413770989028896,0.0
44981,0.5205479452054793,0.25,0.12104494641474581,0.5333333333333333,0.2,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.7551020408163265,0.0
67306,0.2191780821917808,0.25,0.23399437660450145,0.0,0.8,0.0,0.21428571428571427,0.0,1.0,0.1052010520105201,0.0,0.44897959183673464,0.0
67769,0.45093808570174704,0.25,0.135037520522358,0.3333333333333333,0.5396409689205227,0.3333333333333333,0.07142857142857142,0.0,0.0,0.008150177443981712,0.0,0.4538068639697877,0.0
52324,0.4566654243376141,0.25,0.14833245351466048,0.06666666666666667,0.5456549927655864,0.16666666666666666,0.6428571428571428,1.0,0.0,0.03792774308352305,0.0,0.4026741043745866,0.3902439024390244
12789,0.1917808219178082,0.125,0.07135260319745725,0.3333333333333333,0.6,0.16666666666666666,0.3571428571428571,0.0,0.0,0.0,0.0,0.47959183673469385,0.0
53239,0.13593757394122952,0.0,0.530973877974389,0.4,0.001393603832594223,0.0,0.9285714285714285,0.5,0.0,0.2199296935780588,0.3249023802499226,0.16826072109550846,0.0975609756097561
44279,0.3499222522623758,0.375,0.10087764966173286,0.9333333333333333,0.9115921406073835,0.3333333333333333,0.0,0.5,1.0,0.24909795675218002,0.46259155183777756,0.03622402553978631,0.9024390243902439
27781,0.0684931506849315,0.25,0.15295432009888482,0.06666666666666667,0.5333333333333333,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.39795918367346933,0.0
27079,0.33953740566689056,0.25,0.27814889773298385,0.3333333333333333,0.5595410204561005,0.16666666666666666,0.6428571428571428,0.0,0.0,0.0,0.0,0.39795918367346933,0.12195121951219512
24300,0.3348788913415747,0.625,0.5555271367016384,0.3333333333333333,0.6979154336153928,0.3333333333333333,0.2857142857142857,0.0,1.0,0.4196778919636015,0.15753185967603311,0.1421320913772672,0.5609756097560976
38143,0.6134235458429822,0.125,0.6276495452663732,0.4,0.6237863120224213,0.8333333333333333,0.6428571428571428,0.5,0.0,0.7958441082711469,0.37881115496465734,0.5986640215615372,0.14634146341463417
10960,0.2054794520547945,0.25,0.12998261365642955,0.4,0.7333333333333334,0.3333333333333333,0.21428571428571427,0.0,1.0,0.0,0.20202020202020202,0.3571428571428571,0.0
48691,0.7088886521726865,1.0,0.8233740630833659,0.13333333333333333,0.19193197752562535,0.6666666666666666,0.6428571428571428,0.25,1.0,0.2289887634492259,0.7418630154275682,0.6980690943283668,0.41463414634146345
16619,0.41095890410958896,0.25,0.02374458374648538,0.3333333333333333,0.6,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,0.39795918367346933,0.0
61480,0.19748807332317475,0.25,0.1055466159526668,0.06666666666666667,0.5333333333333333,0.16666666666666666,0.42857142857142855,0.0,0.0,0.0,0.0,0.40522242634479533,0.36585365853658536
42551,0.01782561542811989,0.75,0.09822150828902733,0.3333333333333333,0.37349036130722396,0.16666666666666666,0.0,1.0,0.0,0.11396037628314303,0.9772006283961733,0.950261345729951,0.29268292682926833
6847,0.1095890410958904,0.25,0.030799635973431494,0.4666666666666667,0.6666666666666666,0.16666666666666666,0.3571428571428571,0.0,1.0,0.0,0.0,0.4183673469387755,0.0
1095,0.136986301369863,0.25,0.09221825294413279,0.8,0.33333333333333337,0.0,0.6428571428571428,0.0,1.0,0.0,0.0,0.39795918367346933,0.0
5419,0.5342465753424657,0.25,0.24366620936960923,0.26666666666666666,0.26666666666666666,0.16666666666666666,0.2857142857142857,0.0,0.0,0.0,0.0,0.39795918367346933,0.0
14360,0.0547945205479452,0.25,0.11700669645889081,0.06666666666666667,0.5333333333333333,0.0,0.6428571428571428,0.0,0.0,0.0,0.0,0.39795918367346933,0.0
16254,0.6438356164383561,0.5,0.1266235177462952,0.3333333333333333,0.6,0.0,0.5,0.0,0.0,0.0,0.0,0.39795918367346933,0.0
32024,0.1506849315068493,0.25,0.08858002472120727,0.3333333333333333,0.6,0.16666666666666666,0.42857142857142855,0.0,0.0,0.0,0.0,0.39795918367346933,0.0
9310,0.3972602739726027,0.25,0.2426298202958395,0.3333333333333333,0.6,0.16666666666666666,0.3571428571428571,0.0,0.0,0.0,0.0,0.39795918367346933,0.0
67784,0.32876712328767127,0.25,0.28640197769658116,0.4666666666666667,0.6666666666666666,0.16666666666666666,0.3571428571428571,0.0,0.0,0.04386043860438604,0.0,0.6020408163265305,0.0
60736,0.49093340833704463,0.375,0.799723707148212,0.5333333333333333,0.646661250437352,0.3333333333333333,0.8571428571428571,0.25,1.0,0.6410652819698381,0.2588451963802808,0.13148093414936987,0.17073170731707318
68252,0.5819606250306291,1.0,0.48990987583362283,0.9333333333333333,0.6284467661600155,0.6666666666666666,0.6428571428571428,1.0,0.0,0.13849714326441498,0.17896515645035727,0.2769920775054246,0.34146341463414637
19402,0.0410958904109589,0.25,0.34196221186889614,0.06666666666666667,0.5333333333333333,0.16666666666666666,0.42857142857142855,0.0,0.0,0.0,0.0,0.39795918367346933,0.0
5626,0.2328767123287671,0.25,0.11175208160715014,0.0,0.8,0.3333333333333333,0.21428571428571427,0.0,1.0,0.0,0.0,0.39795918367346933,0.0
54596,0.974742211985667,0.5,0.4581994032821142,0.2,0.3293885872738951,0.5,0.2857142857142857,1.0,0.0,0.8178266019847713,0.9558437885501141,0.6009315668273449,1.0
61603,0.5342465753424657,0.25,0.13622403933660232,0.0,0.6625820196710885,0.16666666666666666,0.21428571428571427,0.0,0.0,0.0,0.0,0.39795918367346933,0.0
14450,0.35616438356164376,0.125,0.014752584181143969,0.0,0.8,0.16666666666666666,0.5714285714285714,0.0,0.0,0.0,0.0,0.7040816326530611,0.0
38611,0.30136986301369856,0.25,0.04612636350912819,0.06666666666666667,0.7885179028343836,0.3333333333333333,0.2857142857142857,0.0,1.0,0.020804130069873823,0.0,0.41597318815524,0.0
38428,0.3698630136986301,0.25,0.044164029285122454,0.06666666666666667,0.5333333333333333,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.39795918367346933,0.0
1396,0.7534246575342465,0.25,0.04200975265209655,0.26666666666666666,0.26666666666666666,0.16666666666666666,0.07142857142857142,0.5,1.0,0.0,0.0,0.47959183673469385,0.0
8053,1.0,0.25,0.05093655342904878,0.06666666666666667,0.5333333333333333,0.0,0.2857142857142857,0.0,1.0,0.0,0.0,0.2346938775510204,0.0
17691,0.3150684931506849,0.125,0.10379035872916695,0.0,0.8,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.39795918367346933,0.21951219512195122
52352,0.10638976031832498,0.25,0.12949656304183568,0.4666666666666667,0.6538924582793713,0.0,0.0,0.0,1.0,0.0,0.0,0.39795918367346933,0.0
6200,0.2602739726027397,0.25,0.12275098137759607,0.0,0.8,0.16666666666666666,0.3571428571428571,0.0,0.0,0.0,0.0,0.39795918367346933,0.0
8188,0.6849315068493149,0.75,0.2707936594178292,0.06666666666666667,0.5333333333333333,1.0,0.07142857142857142,0.0,1.0,0.15831158311583116,0.0,0.39795918367346933,0.0
8504,0.48581447990509524,0.625,0.2641065170807694,0.7333333333333333,0.11136907300821587,0.3333333333333333,0.3571428571428571,0.0,1.0,0.6642244240123214,0.05261937898769809,0.33070483203622136,0.8780487804878049
36667,0.30136986301369856,0.125,0.015004550332106329,0.06666666666666667,0.5333333333333333,0.16666666666666666,0.5714285714285714,0.0,0.0,0.0,0.0,0.5,0.0
3927,0.0821917808219178,0.25,0.20929218565354996,0.0,0.8,0.0,0.07142857142857142,0.5,0.0,0.0,0.0,0.2346938775510204,0.0
65184,0.1917808219178082,0.0,0.13258445280558537,0.6,1.0,0.16666666666666666,0.21428571428571427,0.0,0.0,0.0,0.45385674931129477,0.7040816326530611,0.0
57471,0.4246575342465753,0.25,0.0909950965077899,0.0,0.8,0.16666666666666666,0.0,0.0,0.0,0.07688076880768807,0.0,0.39795918367346933,0.0
41411,0.7015791372795968,0.125,0.5480111320358659,0.26666666666666666,0.9965803601508623,0.5,0.9285714285714285,0.5,1.0,0.911253723464404,0.9107290086596244,0.8508951045679886,0.7073170731707318
39301,0.46575342465753417,0.125,0.08458931554855273,0.4,0.7333333333333334,0.3333333333333333,0.5,0.25,1.0,0.0,0.0,0.2959183673469387,0.0
58380,0.6849315068493149,0.75,0.06376577335271186,0.0,0.8,0.16666666666666666,0.07142857142857142,0.0,0.0,0.0,0.549127640036731,0.7551020408163265,0.0
